"D2015","D2015 - Nominal","K2015 ","D2020","D2020 - Nominal","T2020","BIEDRON","BOSAK","DUDA","HOŁOWNIA","JAKUBIAK","KOS-KAM","PIOTROWSKI","TANAJNO","TRZASK","WITK","ŻÓŁTEK","KO","KONF","PSL","PIS","SLD","NP","NoLegVot - T1 2020","NoLegVot - T2 2020","NoVoters - T1 2020","NoVoters - T2 2020","VotFreq T1 2020","VotFreq T2 2020"
54.53,"D",45.47,57.04,"D",42.96,1.47,6.64,49.7,12.95,0.16,2.63,0.11,0.15,25.77,0.12,0.28,26.64,5.9,10.75,49.43,7.28,,19594,20419,29662,29818,65.87,68.48
80.48,"D",19.52,85.32,"D",14.68,1.1,7.91,72.56,6.56,0.11,5.44,0.14,0.14,5.74,0.05,0.25,4.94,4.75,11.96,76.12,1.9,,3653,3835,5933,5880,61.37,65.22
61.83,"D",38.17,70.79,"D",29.21,1.11,5.84,61.77,10.47,0.19,3.24,0.14,0.19,16.77,0.09,0.19,11.23,5.83,9.98,61.04,9.98,1.94,2165,2355,3609,3602,59.79,65.38
26.47,"T",73.53,43.34,"T",56.66,1.37,6.97,38.24,26.8,0.25,2.55,0.25,0.1,23.02,0.2,0.25,13.36,4.97,6.98,23.18,6.33,,2044,2169,4453,4432,45.74,48.94
43.58,"T",56.42,46.55,"T",53.45,1.93,6.82,39.79,15.72,0.15,2.39,0.08,0.23,32.51,0.12,0.27,31.39,5.27,11.48,39.7,10.49,1.67,2606,2769,4434,4457,58.55,62.13
36.18,"T",63.82,45.51,"T",54.49,2.27,5.62,38.11,18.4,0.25,2.43,0.14,0.14,32.3,0.1,0.25,31.07,7.17,13.1,38.22,10.44,,5125,5630,9660,9660,52.89,58.28
40.56,"T",59.44,53.5,"D",46.5,2.52,5.58,43.81,20.26,0.08,4.89,0.15,0.0,22.32,0.08,0.31,16.74,8.5,22.17,40.84,11.74,,1317,1387,2315,2307,56.5,60.12
64.13,"D",35.87,61.42,"D",38.58,1.34,7.28,53.77,12.17,0.26,5.55,0.14,0.13,18.96,0.14,0.27,12.67,7.2,19.23,50.61,8.8,0.94,10046,10600,15025,14905,66.69,71.12
46.95,"T",53.05,58.75,"D",41.25,2.53,6.53,50.7,15.03,0.08,3.22,0.16,0.12,21.25,0.16,0.23,18.14,7.38,11.41,48.79,12.96,1.33,2590,2783,4992,4960,51.56,56.11
57.89,"D",42.11,66.71,"D",33.29,1.08,4.77,59.27,14.52,0.13,2.08,0.07,0.2,17.81,0.07,0.0,13.95,6.62,7.8,60.36,11.27,,1491,1622,2690,2675,55.32,60.64
68.06,"D",31.94,71.61,"D",28.39,1.31,5.62,63.24,10.98,0.11,3.68,0.11,0.1,14.68,0.06,0.11,12.53,6.03,9.95,63.04,7.67,0.78,6213,6732,10244,10212,60.46,65.92
51.12,"D",48.88,57.64,"D",42.36,1.99,6.01,49.46,15.03,0.03,1.56,0.03,0.24,25.36,0.05,0.24,18.52,7.27,8.46,49.48,12.05,4.21,3742,3883,6620,6543,56.28,59.35
63.24,"D",36.76,72.36,"D",27.64,1.69,5.81,62.6,13.45,0.24,3.73,0.1,0.1,12.06,0.14,0.07,9.02,6.27,13.45,61.58,8.23,1.45,2911,3166,5061,5060,57.16,62.57
56.24,"D",43.76,52.17,"D",47.83,1.39,8.34,42.28,22.6,0.28,1.52,0.09,0.09,23.06,0.09,0.24,26.87,8.85,6.72,44.69,10.72,1.34,8444,8616,12867,12782,65.48,67.41
77.36,"D",22.64,82.58,"D",17.42,0.82,6.34,73.31,6.75,0.1,3.73,0.07,0.03,8.5,0.24,0.1,5.06,5.02,10.93,72.51,4.52,1.11,2928,3283,5414,5410,53.92,60.68
47.35,"T",52.65,,,,,,,,,,,,,,,,,,,,,,,,,,
60.42,"D",39.58,61.43,"D",38.57,1.5,6.93,53.77,12.16,0.2,1.9,0.14,0.12,23.12,0.09,0.09,20.18,6.07,5.98,55.19,9.58,1.36,3488,3635,5560,5513,62.55,65.94
47.98,"T",52.02,56.59,"D",43.41,1.4,6.81,48.57,10.5,0.21,7.02,0.05,0.16,24.96,0.26,0.05,17.49,4.28,18.32,50.68,7.85,1.37,1932,2078,3183,3191,60.41,65.12
42.46,"T",57.54,51.84,"D",48.16,2.07,6.16,43.01,17.49,0.15,4.92,0.13,0.15,25.78,0.08,0.06,16.97,7.26,24.92,39.48,11.38,,5317,5585,9209,9187,57.62,60.79
56.56,"D",43.44,66.38,"D",33.62,2.13,4.43,57.65,12.05,0.0,3.96,0.06,0.18,19.2,0.0,0.35,11.61,4.67,18.41,55.22,9.41,0.69,1701,1829,3233,3221,52.37,56.78
74.24,"D",25.76,78.67,"D",21.33,1.22,7.11,68.74,6.97,0.19,6.4,0.19,0.05,8.71,0.19,0.24,4.33,3.51,32.23,55.91,3.31,0.71,2137,2335,3417,3424,62.16,68.2
60.63,"D",39.37,70.66,"D",29.35,1.24,5.64,63.56,9.8,0.09,3.05,0.12,0.12,16.22,0.03,0.17,11.54,4.8,11.58,62.49,7.39,1.93,4608,5006,8601,8528,53.45,58.7
77.95,"D",22.05,76.85,"D",23.15,1.35,9.3,67.0,7.16,0.09,2.62,0.39,0.17,11.39,0.26,0.26,7.91,9.5,11.23,65.28,5.3,0.77,2298,2536,3837,3821,59.71,66.37
46.09,"T",53.91,47.76,"T",52.24,1.94,7.99,38.09,18.55,0.14,1.71,0.14,0.1,30.94,0.17,0.24,34.26,9.02,7.06,39.72,9.94,,12473,13144,18878,18904,65.82,69.53
74.44,"D",25.56,77.55,"D",22.45,0.97,7.35,67.4,8.93,0.19,2.94,0.19,0.0,11.87,0.0,0.16,6.22,5.4,11.09,69.87,6.54,0.87,4265,4449,7700,7615,55.14,58.42
69.11,"D",30.89,68.33,"D",31.67,1.05,7.59,60.43,10.95,0.16,1.82,0.04,0.15,17.5,0.05,0.25,17.32,6.79,6.56,63.4,5.92,,7915,8106,11771,11852,67.05,68.39
46.64,"T",53.36,49.6,"T",50.4,1.66,6.48,43.49,14.54,0.19,1.41,0.14,0.19,31.41,0.19,0.28,22.97,6.78,8.91,44.94,13.75,2.65,3629,3782,6504,6445,55.5,58.68
36.08,"T",63.92,39.11,"T",60.89,2.07,6.43,34.72,15.29,0.16,2.74,0.14,0.12,37.99,0.1,0.23,25.54,6.11,18.44,35.68,13.59,,7685,9140,13540,14399,56.61,63.48
45.35,"T",54.65,52.79,"D",47.21,1.91,4.19,45.08,20.67,0.18,3.01,0.0,0.11,24.74,0.0,0.11,23.13,5.75,12.82,48.22,10.07,,2734,3044,5411,5412,50.34,56.25
56.67,"D",43.33,52.94,"D",47.06,1.72,7.49,43.85,13.44,0.29,2.39,0.16,0.13,30.3,0.04,0.2,25.38,6.56,9.28,46.09,11.27,1.43,7593,7886,10087,10097,75.09,78.1
80.12,"D",19.88,82.19,"D",17.81,0.78,8.29,73.76,6.21,0.14,2.16,0.05,0.05,8.45,0.04,0.07,24.43,4.9,3.85,64.84,1.98,,5672,6161,9248,9282,61.16,66.38
63.35,"D",36.65,68.15,"D",31.85,1.43,6.02,59.54,11.03,0.09,1.55,0.06,0.06,19.86,0.18,0.18,17.8,5.45,7.84,60.06,6.66,2.19,3360,3601,5765,5739,58.18,62.75
35.05,"T",64.95,41.03,"T",58.97,4.14,7.62,34.61,17.4,0.08,2.68,0.08,0.12,33.11,0.04,0.12,29.1,10.58,11.99,34.98,13.35,,2543,3061,4705,5079,53.86,60.27
69.18,"D",30.82,71.79,"D",28.21,1.53,6.91,62.78,10.02,0.21,3.16,0.05,0.03,14.96,0.13,0.23,11.41,6.31,9.57,64.44,6.82,1.44,3874,4123,6191,6161,62.4,66.92
44.63,"T",55.37,54.92,"D",45.08,1.89,5.3,47.74,13.73,0.18,2.17,0.05,0.18,28.57,0.0,0.18,21.18,4.95,15.46,46.15,12.27,,2178,2378,4231,4209,51.29,56.5
74.37,"D",25.63,76.9,"D",23.1,1.23,6.41,67.41,7.69,0.33,4.46,0.28,0.22,11.64,0.0,0.33,5.1,5.97,14.18,68.66,5.04,1.06,1800,2043,3129,3125,57.37,65.38
52.13,"D",47.87,64.5,"D",35.5,1.15,6.26,55.39,12.63,0.16,3.74,0.0,0.12,20.53,0.0,0.0,13.67,5.35,19.46,53.35,7.5,,2447,2665,5074,5078,47.89,52.48
42.34,"T",57.66,50.95,"D",49.05,1.82,3.73,44.28,19.52,0.09,3.13,0.16,0.13,26.85,0.13,0.16,21.86,5.75,18.19,42.45,11.74,,5571,6065,9538,9547,58.22,63.53
56.52,"D",43.48,60.67,"D",39.33,2.29,5.85,50.52,11.18,0.15,7.77,0.22,0.11,21.5,0.11,0.3,9.08,5.22,24.45,45.95,14.13,1.16,2722,2952,5209,5214,51.87,56.62
70.57,"D",29.43,78.98,"D",21.02,1.52,4.94,69.19,8.31,0.14,4.57,0.09,0.09,10.85,0.0,0.28,8.14,3.48,12.69,70.21,5.48,,2177,2440,3769,3776,57.44,64.62
45.21,"T",54.79,59.02,"D",40.98,1.52,6.06,50.36,17.95,0.12,3.7,0.09,0.18,19.47,0.21,0.33,23.53,7.69,13.87,47.12,7.79,,3358,3519,5364,5323,62.42,66.11
55.98,"D",44.02,51.6,"D",48.4,1.64,7.91,43.03,14.0,0.17,3.3,0.15,0.14,29.31,0.11,0.26,28.86,7.83,10.98,44.28,8.05,,32069,32867,46535,46255,68.71,71.06
58.74,"D",41.26,69.41,"D",30.59,1.78,10.81,57.37,10.97,0.15,2.55,0.0,0.31,15.98,0.08,0.0,12.28,10.1,10.63,58.19,8.1,,1300,1422,2603,2623,49.75,54.21
53.52,"D",46.48,45.19,"T",54.81,2.04,5.7,38.94,15.18,0.24,1.96,0.08,0.27,35.08,0.3,0.22,30.44,5.77,7.97,40.94,13.0,1.87,8829,9255,12038,12103,73.04,76.47
41.01,"T",58.99,38.87,"T",61.13,2.66,7.04,31.51,17.28,0.08,2.15,0.08,0.31,38.74,0.08,0.08,36.53,8.27,9.46,31.67,13.21,0.85,2567,2665,3793,3774,67.44,70.61
57.82,"D",42.18,50.53,"D",49.47,1.86,7.68,42.12,15.09,0.15,3.3,0.07,0.17,29.08,0.15,0.33,27.0,7.95,8.5,45.46,9.49,1.3,7509,7782,10017,10061,74.7,77.35
72.24,"D",27.76,81.36,"D",18.64,0.75,7.43,72.28,7.21,0.05,3.82,0.16,0.05,8.13,0.0,0.11,4.04,6.28,10.74,74.89,4.04,,1860,1931,3011,2972,61.71,64.97
84.25,"D",15.75,87.07,"D",12.93,0.95,7.83,77.18,5.54,0.12,2.44,0.02,0.07,5.66,0.05,0.14,2.78,5.94,9.02,79.67,2.34,,4242,4423,6383,6385,66.19,69.27
52.73,"D",47.27,61.07,"D",38.93,1.33,8.95,50.77,16.83,0.08,2.61,0.12,0.08,18.94,0.04,0.25,26.35,7.45,8.44,49.82,6.14,1.81,2422,2507,4762,4727,50.67,53.04
48.79,"T",51.21,51.84,"D",48.16,2.27,5.72,44.71,14.09,0.21,2.74,0.09,0.14,29.67,0.14,0.21,20.73,5.54,13.76,46.44,12.66,0.85,16089,16656,25017,24681,64.13,67.49
77.59,"D",22.41,82.66,"D",17.34,0.89,6.13,75.28,5.74,0.18,3.26,0.04,0.07,8.26,0.04,0.11,7.22,3.91,8.97,75.75,3.46,0.38,2831,3028,4412,4416,63.92,68.57
66.23,"D",33.77,69.88,"D",30.12,1.16,6.25,61.26,11.91,0.15,3.26,0.06,0.12,15.66,0.05,0.12,14.76,5.09,13.32,62.19,4.64,,6499,6703,9546,9419,67.9,71.16
50.01,"D",49.99,54.22,"D",45.78,1.97,6.87,45.38,14.97,0.17,2.75,0.11,0.07,27.52,0.04,0.15,20.84,7.64,12.29,45.39,12.67,1.17,7194,7411,11280,11143,63.49,66.51
75.69,"D",24.31,78.72,"D",21.29,1.21,7.79,67.64,9.0,0.16,2.43,0.2,0.11,11.34,0.0,0.15,15.41,5.71,7.02,66.25,4.35,0.75,6827,7377,11637,11493,58.43,64.19
73.67,"D",26.33,84.11,"D",15.89,1.22,3.6,76.27,7.63,0.15,1.74,0.06,0.12,8.98,0.12,0.09,7.4,2.53,9.93,75.16,4.58,,3289,3651,5631,5605,58.16,65.14
73.57,"D",26.43,79.89,"D",20.11,1.04,4.99,72.33,6.31,0.35,2.77,0.28,0.07,11.72,0.0,0.14,6.19,4.38,15.56,69.34,3.55,0.68,1453,1641,2263,2276,63.72,72.1
61.02,"D",38.98,66.26,"D",33.74,1.83,6.03,55.28,14.27,0.21,4.32,0.06,0.03,17.72,0.06,0.21,8.47,4.35,26.25,53.45,6.83,0.65,3349,3631,5457,5434,61.13,66.82
71.52,"D",28.48,69.49,"D",30.51,1.26,7.49,59.46,9.39,0.14,5.63,0.18,0.09,15.94,0.13,0.29,11.43,6.32,15.6,61.81,4.84,,5567,5660,8488,8388,65.47,67.48
33.04,"T",66.96,51.52,"D",48.48,1.98,3.91,45.44,16.26,0.27,2.69,0.09,0.18,28.92,0.0,0.27,26.37,5.46,10.59,44.15,13.43,,2235,2333,3819,3810,58.31,61.23
66.17,"D",33.83,75.61,"D",24.39,1.24,5.69,62.3,7.29,0.41,11.38,0.06,0.3,11.14,0.12,0.06,4.62,4.81,25.24,62.26,3.06,,1694,1767,3242,3185,52.04,55.48
40.98,"T",59.02,53.36,"D",46.64,1.88,5.26,46.19,16.39,0.07,2.25,0.09,0.11,27.56,0.11,0.11,26.27,5.14,12.1,44.83,9.52,2.14,5664,6125,10080,10113,56.04,60.57
41.81,"T",58.19,49.74,"T",50.26,1.61,7.9,43.68,19.59,0.11,3.9,0.22,0.17,22.59,0.0,0.22,16.14,8.55,19.1,45.18,11.02,,1801,2119,2977,3155,60.36,67.16
62.59,"D",37.41,60.21,"D",39.79,1.66,7.83,50.6,13.91,0.15,2.64,0.2,0.12,22.69,0.08,0.13,20.65,7.35,9.09,54.22,8.69,,9589,9722,13310,13395,71.85,72.58
46.48,"T",53.52,56.8,"D",43.2,2.31,5.19,49.63,11.76,0.0,4.72,0.09,0.37,25.74,0.09,0.09,29.11,3.93,11.11,43.95,9.83,2.06,1090,1199,2272,2245,47.54,53.41
57.73,"D",42.27,69.36,"D",30.64,1.15,8.19,57.41,7.04,0.17,11.43,0.29,0.17,13.5,0.12,0.52,8.19,6.74,22.85,56.37,4.61,0.76,1738,1834,3066,2964,56.52,61.88
66.44,"D",33.56,71.63,"D",28.37,1.5,4.49,65.52,10.51,0.14,2.92,0.07,0.07,14.52,0.17,0.1,8.81,4.37,12.53,66.38,7.51,,2953,3282,4888,4994,60.17,65.72
61.9,"D",38.1,63.06,"D",36.94,1.23,6.1,55.4,12.26,0.13,3.7,0.26,0.1,20.47,0.1,0.26,12.07,6.04,14.65,58.82,6.43,1.67,3091,3346,4470,4653,68.97,71.91
86.35,"D",13.65,82.47,"D",17.53,1.1,9.16,70.82,7.13,0.38,2.95,0.45,0.21,7.3,0.03,0.48,4.95,6.97,9.86,73.54,3.73,0.95,2927,3131,4322,4310,67.47,72.65
46.31,"T",53.69,45.31,"T",54.69,2.42,6.44,38.87,14.77,0.14,1.87,0.18,0.24,34.81,0.11,0.16,28.14,7.38,8.39,40.77,15.32,,7404,7659,10635,10771,69.48,71.11
64.86,"D",35.14,69.41,"D",30.59,1.08,6.82,61.89,9.3,0.14,3.8,0.05,0.25,16.41,0.02,0.26,9.79,5.22,16.19,61.36,6.79,0.97,4205,4555,7149,7188,58.61,63.37
64.36,"D",35.64,73.38,"D",26.62,1.86,6.67,62.52,8.81,0.38,6.95,0.1,0.05,12.52,0.0,0.14,4.69,4.46,23.56,63.87,2.67,0.61,2111,2314,3240,3241,64.81,71.4
64.28,"D",35.72,71.19,"D",28.81,1.62,6.25,62.49,9.44,0.11,2.07,0.13,0.05,17.62,0.05,0.16,14.96,5.32,5.97,64.26,6.91,2.59,3780,4141,6681,6634,56.31,62.42
68.0,"D",32.0,67.89,"D",32.11,1.66,7.21,57.63,12.0,0.3,2.62,0.2,0.18,17.83,0.1,0.26,13.26,7.01,10.58,59.97,6.85,2.33,5009,5263,7907,7882,63.13,66.77
50.11,"D",49.89,48.2,"T",51.8,2.15,5.21,41.33,13.4,0.17,1.94,0.03,0.24,35.21,0.07,0.24,29.95,6.58,7.04,41.07,11.71,3.66,5783,6095,8232,8201,70.01,74.32
62.42,"D",37.58,67.63,"D",32.37,0.83,7.83,56.0,13.99,0.12,5.16,0.17,0.12,15.53,0.08,0.17,17.72,5.04,12.28,58.9,4.81,1.26,2412,2468,3954,3920,60.75,62.96
67.85,"D",32.15,74.31,"D",25.69,1.36,5.86,67.02,7.06,0.16,3.57,0.0,0.04,14.59,0.04,0.31,6.81,4.29,11.8,68.47,6.81,0.74,2582,2779,4510,4572,57.14,60.78
84.99,"D",15.01,85.82,"D",14.18,0.66,8.22,75.7,5.82,0.22,2.25,0.06,0.09,6.66,0.09,0.22,4.16,5.4,11.17,75.91,2.55,0.64,3213,3413,4581,4560,69.81,74.85
66.41,"D",33.59,73.15,"D",26.85,1.11,6.39,61.9,12.13,0.34,3.36,0.09,0.21,14.18,0.17,0.13,9.61,5.75,15.93,61.32,6.23,1.16,2367,2615,4107,4101,57.2,63.76
79.96,"D",20.04,82.22,"D",17.79,0.73,8.83,71.46,7.11,0.18,2.38,0.18,0.11,8.76,0.04,0.24,8.17,7.5,6.38,74.64,3.0,,8251,8570,12203,12164,67.46,70.45
45.93,"T",54.07,52.52,"D",47.48,2.09,5.38,44.97,16.58,0.13,2.25,0.16,0.25,27.86,0.15,0.18,15.79,5.09,7.69,44.44,26.39,,6760,7391,10553,10739,63.92,68.82
44.94,"T",55.06,45.79,"T",54.21,2.3,7.88,37.71,17.74,0.07,2.21,0.09,0.24,31.43,0.09,0.24,24.98,8.65,8.79,38.04,19.53,,5497,5844,9703,9647,56.41,60.58
68.82,"D",31.18,75.64,"D",24.36,1.78,6.33,66.22,10.14,0.06,3.56,0.18,0.18,11.3,0.06,0.18,7.77,5.58,10.03,65.89,9.46,1.27,1632,1761,2680,2662,60.75,66.15
82.56,"D",17.44,83.32,"D",16.68,0.69,6.88,74.97,6.72,0.16,2.35,0.05,0.11,7.74,0.16,0.16,6.21,5.22,7.68,76.67,3.52,0.29,1880,2080,3290,3301,56.96,63.01
60.41,"D",39.59,66.44,"D",33.56,2.29,5.95,59.05,13.51,0.17,2.72,0.0,0.08,16.23,0.0,0.0,9.09,5.14,16.5,62.75,5.24,0.4,1180,1353,1961,2023,60.02,66.88
43.36,"T",56.64,48.64,"T",51.36,2.39,5.9,43.06,12.76,0.16,2.82,0.21,0.16,32.27,0.11,0.16,22.68,5.97,11.6,42.75,12.85,4.15,1892,2132,3427,3469,54.89,61.46
36.33,"T",63.67,33.73,"T",66.27,2.1,5.7,28.3,19.9,0.22,1.84,0.04,0.13,41.49,0.14,0.13,41.01,6.07,6.94,34.89,11.1,,14867,23290,18885,28032,78.56,83.08
73.62,"D",26.38,78.44,"D",21.56,1.19,6.07,69.89,8.14,0.0,1.81,0.02,0.19,12.56,0.02,0.12,6.83,8.11,10.38,68.99,5.29,,4228,4475,6294,6259,66.79,71.5
47.85,"T",52.15,50.48,"D",49.52,2.08,5.12,44.76,14.1,0.08,3.35,0.06,0.17,30.18,0.06,0.03,20.84,5.48,11.15,45.35,15.71,1.47,3562,3837,5857,5861,60.65,65.47
56.23,"D",43.77,55.1,"D",44.9,2.09,6.8,49.27,15.95,0.33,4.01,0.27,0.07,20.95,0.07,0.2,13.82,5.86,18.07,54.1,7.07,1.08,3028,3757,4929,5488,61.19,68.46
53.89,"D",46.11,59.45,"D",40.55,1.7,6.23,51.85,13.59,0.14,2.61,0.0,0.0,23.51,0.04,0.33,24.43,7.64,5.94,51.64,10.34,,2762,2964,4322,4448,63.86,66.64
40.01,"T",59.99,46.52,"T",53.48,2.04,6.06,40.16,20.98,0.17,3.28,0.04,0.17,26.53,0.17,0.4,22.36,5.93,15.18,41.77,14.75,,4764,5441,7590,7941,62.62,68.52
68.06,"D",31.94,68.19,"D",31.81,2.08,7.62,59.15,9.5,0.19,4.54,0.09,0.12,16.38,0.07,0.26,7.32,5.75,20.0,57.31,8.34,0.34,10020,10579,15757,15754,63.32,67.15
80.45,"D",19.55,84.78,"D",15.22,0.76,5.86,76.29,5.95,0.0,3.09,0.09,0.09,7.79,0.04,0.04,3.93,5.05,11.46,76.36,2.48,0.53,2253,2470,3536,3565,63.21,69.28
57.04,"D",42.96,58.52,"D",41.48,1.8,3.86,50.58,14.82,0.15,4.21,0.1,0.25,23.94,0.05,0.25,21.89,4.95,10.46,50.71,10.23,1.76,2003,2223,2856,2890,69.92,76.92
69.45,"D",30.55,75.52,"D",24.48,1.22,5.52,68.22,8.12,0.03,5.41,0.14,0.03,11.1,0.06,0.14,7.02,4.4,15.28,65.74,6.09,0.48,3525,3827,5835,5875,60.19,65.14
70.35,"D",29.65,75.18,"D",24.82,0.92,7.42,66.4,9.16,0.1,3.48,0.16,0.13,11.95,0.0,0.26,8.17,4.59,12.01,61.58,4.62,9.03,3060,3304,5427,5478,56.11,60.31
70.48,"D",29.52,73.55,"D",26.45,2.15,8.8,62.23,10.58,0.14,2.18,0.14,0.05,13.06,0.21,0.46,14.22,7.98,6.19,65.46,6.16,,4335,4741,7453,7436,57.94,63.76
57.15,"D",42.85,71.07,"D",28.93,1.86,7.83,59.16,9.27,0.37,9.11,0.27,0.16,11.87,0.0,0.11,5.68,4.9,22.25,58.13,6.88,0.96,1886,1984,3313,3305,56.69,60.03
75.62,"D",24.38,74.54,"D",25.46,1.26,7.23,64.62,8.96,0.17,3.36,0.17,0.14,13.62,0.2,0.27,10.09,5.58,12.18,65.86,5.27,1.02,2956,3186,4722,4726,62.37,67.41
76.81,"D",23.19,84.92,"D",15.08,0.53,7.54,75.49,6.02,0.28,2.51,0.12,0.12,7.11,0.06,0.22,4.6,4.39,10.66,76.56,2.61,1.18,3237,3607,5356,5336,60.18,67.6
75.0,"D",25.0,73.94,"D",26.06,1.1,9.64,62.96,9.31,0.19,3.06,0.06,0.03,13.34,0.13,0.18,10.29,8.13,11.64,65.63,4.32,,6779,6961,10582,10478,63.83,66.43
71.52,"D",28.48,79.98,"D",20.02,1.02,6.64,72.59,6.76,0.0,2.93,0.24,0.06,9.46,0.18,0.12,12.02,5.06,8.58,70.76,3.04,0.54,1681,1888,3152,3163,53.01,59.69
82.14,"D",17.86,77.88,"D",22.12,1.18,6.15,69.33,10.12,0.11,2.23,0.14,0.08,10.32,0.03,0.3,7.34,6.06,6.98,72.06,7.57,,6260,6588,9316,9257,67.06,71.17
81.37,"D",18.63,85.01,"D",14.99,0.6,7.06,74.46,6.66,0.08,3.53,0.16,0.28,6.98,0.08,0.12,4.11,5.21,10.84,75.87,2.91,1.06,2500,2815,3897,3911,64.0,71.98
66.56,"D",33.44,66.32,"D",33.68,1.17,7.95,57.03,10.67,0.39,4.11,0.11,0.17,18.18,0.06,0.17,13.35,6.07,18.79,56.1,4.98,0.7,1807,1906,3266,3275,55.08,58.2
74.99,"D",25.01,79.09,"D",20.91,0.85,7.37,69.68,7.15,0.26,3.13,0.0,0.17,11.19,0.07,0.13,9.05,6.15,9.12,70.25,3.82,0.62,4599,4897,6995,6952,65.39,70.44
67.57,"D",32.43,67.23,"D",32.77,1.11,8.96,57.22,11.06,0.2,3.21,0.18,0.07,17.74,0.07,0.18,11.54,8.41,15.3,56.01,8.73,,4441,4657,6358,6380,69.68,72.99
69.48,"D",30.52,67.1,"D",32.9,1.51,7.16,57.6,11.46,0.15,2.71,0.06,0.1,19.02,0.07,0.16,16.89,6.56,9.43,59.99,6.39,0.64,12042,12586,18357,18119,65.35,69.46
39.26,"T",60.74,41.31,"T",58.69,2.61,5.23,37.75,13.7,0.18,2.57,0.12,0.15,37.43,0.12,0.15,27.26,5.68,14.93,39.32,12.81,,6000,7075,10044,10862,59.61,65.14
34.46,"T",65.54,41.67,"T",58.33,1.53,7.04,34.34,18.93,0.09,2.54,0.11,0.14,34.94,0.15,0.18,40.3,7.01,8.92,32.8,10.96,,15867,16354,23148,23218,68.3,70.44
53.23,"D",46.77,59.55,"D",40.45,1.28,6.21,52.07,13.04,0.19,2.44,0.09,0.05,24.26,0.14,0.23,17.97,6.25,13.87,51.0,9.81,,5718,6066,10296,10151,55.36,59.76
58.34,"D",41.66,56.3,"D",43.7,1.94,7.31,47.51,13.93,0.24,1.87,0.19,0.21,26.43,0.08,0.29,22.04,8.49,6.69,48.38,11.68,2.71,27969,28432,39337,38935,70.9,73.02
46.93,"T",53.07,52.5,"D",47.5,2.04,6.39,45.39,13.24,0.2,2.13,0.13,0.1,30.01,0.14,0.23,25.47,6.44,8.09,44.96,11.69,3.35,11200,11682,18646,18479,59.8,63.22
62.16,"D",37.84,63.35,"D",36.65,1.41,6.32,54.08,15.01,0.15,2.22,0.15,0.3,19.96,0.11,0.3,16.46,5.68,5.47,53.34,5.2,13.85,4699,4895,7672,7639,61.05,64.08
69.52,"D",30.48,62.24,"D",37.76,1.8,10.64,49.76,13.04,0.25,2.82,0.42,0.22,20.63,0.09,0.31,19.8,8.81,8.08,54.18,7.61,1.52,6387,6489,9321,9200,68.37,70.53
51.39,"D",48.61,54.83,"D",45.17,1.75,6.58,46.48,16.24,0.18,4.05,0.08,0.26,23.96,0.08,0.33,14.26,6.59,22.03,44.69,10.48,1.95,8841,9168,14306,14208,61.58,64.53
34.71,"T",65.29,35.85,"T",64.15,2.41,4.67,31.23,19.32,0.18,2.81,0.08,0.17,38.83,0.19,0.12,34.38,5.47,10.46,28.89,20.8,,10332,10827,15805,15752,65.16,68.73
69.54,"D",30.46,75.61,"D",24.39,2.03,5.31,65.89,9.67,0.3,4.8,0.1,0.14,11.46,0.14,0.17,6.18,4.69,27.11,57.39,3.95,0.67,2966,3247,4923,4863,60.09,66.77
43.75,"T",56.25,46.52,"T",53.48,2.16,6.47,38.76,15.67,0.11,2.31,0.08,0.14,33.93,0.13,0.24,33.05,6.8,7.25,37.88,14.32,,23804,24768,35850,35696,66.24,69.39
45.62,"T",54.38,53.82,"D",46.18,2.52,5.66,47.43,13.16,0.23,2.34,0.14,0.11,28.09,0.13,0.19,23.69,6.49,9.45,48.24,12.14,,9409,9973,16289,16193,57.64,61.59
46.17,"T",53.83,50.81,"D",49.19,1.26,6.39,45.77,14.47,0.04,5.51,0.23,0.08,25.83,0.19,0.23,13.39,5.13,28.96,43.78,8.22,,2624,3141,5238,5356,49.89,58.64
48.94,"T",51.06,54.44,"D",45.56,2.82,5.56,48.09,15.57,0.09,2.19,0.18,0.09,24.86,0.27,0.27,17.78,7.88,14.08,46.42,13.84,,1100,1159,1802,1786,60.93,64.89
57.17,"D",42.83,49.36,"T",50.64,2.04,8.46,39.53,17.31,0.35,2.04,0.16,0.31,29.4,0.09,0.31,29.52,8.4,6.47,43.66,9.28,2.67,4530,4607,6297,6241,71.67,73.82
58.87,"D",41.13,71.72,"D",28.28,1.3,8.55,59.67,10.97,0.17,5.27,0.26,0.17,13.3,0.26,0.09,9.27,5.27,20.78,57.27,6.05,1.37,1161,1457,2176,2182,53.22,66.77
48.21,"T",51.79,55.19,"D",44.81,2.24,6.19,46.48,16.41,0.17,3.15,0.08,0.15,24.68,0.15,0.29,21.44,7.07,14.28,45.8,11.41,,5944,6360,10740,10682,55.2,59.54
44.6,"T",55.4,60.2,"D",39.8,1.47,7.64,49.34,16.15,0.25,3.59,0.22,0.14,20.88,0.18,0.14,19.66,7.1,14.09,50.17,8.97,,2799,2962,5044,4994,55.25,59.31
76.7,"D",23.3,81.87,"D",18.13,0.66,5.89,73.52,4.38,0.22,6.42,0.18,0.09,8.55,0.04,0.04,5.52,3.65,14.45,72.24,3.75,0.39,2266,2471,3801,3802,59.41,64.99
